Reg_cd;Sec_cd;int_kstock;ratio_kstock
JP;55;0.611571524;5.280037097
JP;56;11.58910544;33.83679724
JP;57;1.73845586;9.330706037
JP;58;0.625506639;7.629043784
JP;59;0.814543333;8.733014433
KR;01;1.115799731;13.24072862
KR;02;1.115799731;13.24072862
KR;03;1.115799731;13.24072862
KR;04;1.115799731;13.24072862
KR;05;0.838530546;12.06255411
KR;06;0.838530546;12.06255411
KR;07;0.838530546;12.06255411
KR;08;0.838530546;12.06255411
KR;09;0.445922559;NaN
KR;10;0.371409131;NaN
KR;11;0.267597326;NaN
KR;12;0.267597326;NaN
KR;13;0.405592636;NaN
KR;14;0.405592636;NaN
KR;15;0.722951866;NaN
KR;16;0.722951866;NaN
KR;17;1.241238418;NaN
KR;18;0.722951866;NaN
KR;19;0.722951866;NaN
KR;20;0.722951866;NaN
KR;21;0.722951866;NaN
KR;22;0.873704113;NaN
KR;23;0.873704113;NaN
KR;24;0.873704113;NaN
KR;25;0.374774862;NaN
KR;26;0.468742804;NaN
KR;27;0.971171717;NaN
KR;28;0.670414544;NaN
KR;29;0.971171717;NaN
KR;30;0.971171717;NaN
KR;31;0.585961362;NaN
KR;32;0.585961362;NaN
KR;33;0.380395763;NaN
KR;34;2.822237573;13.09457304
KR;35;2.679330961;NaN
KR;36;2.679330961;NaN
KR;37;2.679330961;NaN
KR;38;2.679330961;NaN
KR;39;2.679330961;NaN
KR;40;2.822237573;13.09457304
KR;41;0.198542306;8.128978351
KR;42;0.494053864;NaN
KR;43;0.472718805;NaN
KR;44;2.754745322;12.7766437
KR;45;2.754745322;12.7766437
KR;46;2.754745322;12.7766437
KR;47;2.754745322;12.7766437
KR;48;2.754745322;12.7766437
KR;49;2.754745322;12.7766437
KR;50;0.669303273;9.72641706
KR;51;0.669303273;9.72641706
KR;52;9.536885036;14.9696442
KR;53;1.550467793;8.25794534
KR;54;0.430344831;7.481983274
KR;55;0.430344831;7.481983274
KR;56;7.668878437;16.29606401
KR;57;1.309588935;11.57817056
KR;58;0.757766097;8.780181586
KR;59;1.486685477;15.00277725
MX;01;1.147772593;12.32200192
MX;02;1.147772593;12.32200192
MX;03;1.142795017;12.34364253
MX;04;1.141119691;12.32631858
MX;05;2.228303044;9.562481385
MX;06;2.228303044;9.562481385
MX;07;2.228303044;9.562481385
MX;08;2.216231071;9.557547498
MX;09;0.549081205;14.14972596
MX;10;0.774545305;8.389115638
MX;11;0.788688518;8.118719366
MX;12;0.788529672;8.121182465
MX;13;0.509726941;15.57947783
MX;14;0.509726941;15.57947783
MX;15;0.786671374;12.13775475
MX;16;0.786671374;12.13775475
MX;17;1.09393127;22.86704266
MX;18;0.786260901;12.15064389
MX;19;0.721240491;43.42933212
MX;20;0.721240491;43.42933212
MX;21;0.721240491;43.42933212
MX;22;0.751096454;21.39015274
MX;23;0.751096454;21.39015274
MX;24;0.751096454;21.39015274
MX;25;0.520388005;13.93748988
MX;26;0.612033277;12.01611492
MX;27;0.930250302;27.85838378
MX;28;0.717418654;12.32226433
MX;29;0.930250302;27.85838378
MX;30;0.930250302;27.85838378
MX;31;0.635951741;15.47169936
MX;32;0.637620611;15.59874064
MX;33;0.803726354;8.107648618
MX;34;3.906329265;17.34009955
MX;35;3.934554249;34.78212484
MX;36;3.934554249;34.78212484
MX;37;3.934554249;34.78212484
MX;38;3.934554249;34.78212484
MX;39;3.934554249;34.78212484
MX;40;3.911207915;17.34636161
MX;41;0.256637499;7.660220568
MX;42;0.939125476;13.72320656
MX;43;1.158498512;14.7081989
MX;44;2.28676641;13.68841282
MX;45;2.28676641;13.68841282
MX;46;2.289707888;13.6925892
MX;47;2.289707888;13.6925892
MX;48;2.29020521;13.69244924
MX;49;2.292639884;13.69986454
MX;50;1.135059613;11.24898671
MX;51;1.136334637;11.26687736
MX;52;7.885983299;16.17455822
MX;53;1.522884178;10.13394171
MX;54;0.941326242;9.737834495
MX;55;0.936433068;9.696806728
MX;56;5.106202324;18.92835552
MX;57;1.597119888;12.21419251
MX;58;1.19188305;11.16995279
MX;59;1.323884064;12.24322616
OE;01;2.003398017;18.82216614
OE;02;2.003398017;18.82216614
OE;03;1.973506845;20.38878853
OE;04;2.009160287;20.72071575
OE;05;2.500175303;14.57014604
OE;06;2.500175303;14.57014604
OE;07;2.500175303;14.57014604
OE;08;2.403903574;13.28633138
OE;09;0.690198925;8.997733751
OE;10;0.693596145;8.970220802
OE;11;0.692429099;8.974298638
OE;12;0.694862366;8.984839859
OE;13;0.688217512;8.957390867
OE;14;0.688217512;8.957390867
OE;15;0.692848299;8.983191218
OE;16;0.692848299;8.983191218
OE;17;0.696501069;8.976089362
OE;18;0.689732629;8.929905439
OE;19;0.695403331;8.996223081
OE;20;0.695403331;8.996223081
OE;21;0.695403331;8.996223081
OE;22;0.689687049;8.972186816
OE;23;0.689687049;8.972186816
OE;24;0.689687049;8.972186816
OE;25;0.690197023;8.945246395
OE;26;0.691706754;8.943585611
OE;27;0.688502789;8.80353479
OE;28;0.688852199;8.896346494
OE;29;0.688502789;8.80353479
OE;30;0.688502789;8.80353479
OE;31;0.673803378;8.736014601
OE;32;0.693221799;8.917707021
OE;33;0.691396982;8.954799001
OE;34;3.325802414;21.53128697
OE;35;2.852405957;18.79255983
OE;36;2.852405957;18.79255983
OE;37;2.852405957;18.79255983
OE;38;2.852405957;18.79255983
OE;39;2.852405957;18.79255983
OE;40;3.5491232;22.43326812
OE;41;0.504005241;10.42891621
OE;42;0.758630045;10.48672152
OE;43;0.816391195;16.44509568
OE;44;2.184298804;12.18433986
OE;45;2.184298804;12.18433986
OE;46;2.297636982;12.30827878
OE;47;2.297636982;12.30827878
OE;48;2.278258548;12.2512195
OE;49;2.392115264;12.87385685
OE;50;0.635666839;8.669823697
OE;51;0.625899453;11.17306609
OE;52;10.16644609;29.19272194
OE;53;1.433379165;8.725902156
OE;54;0.859441226;7.880894946
OE;55;0.75424478;7.348999384
OE;56;6.398274731;26.02752065
OE;57;2.098034637;21.929302
OE;58;0.967357981;16.3424877
OE;59;1.989962851;15.14295971
RU;01;1.147772593;12.32200192
RU;02;1.147772593;12.32200192
RU;03;1.142795017;12.34364253
RU;04;1.141119691;12.32631858
RU;05;2.228303044;9.562481385
RU;06;2.228303044;9.562481385
RU;07;2.228303044;9.562481385
RU;08;2.216231071;9.557547498
RU;09;0.549081205;14.14972596
RU;10;0.774545305;8.389115638
RU;11;0.788688518;8.118719366
RU;12;0.788529672;8.121182465
RU;13;0.509726941;15.57947783
RU;14;0.509726941;15.57947783
RU;15;0.786671374;12.13775475
RU;16;0.786671374;12.13775475
RU;17;1.09393127;22.86704266
RU;18;0.786260901;12.15064389
RU;19;0.721240491;43.42933212
RU;20;0.721240491;43.42933212
RU;21;0.721240491;43.42933212
RU;22;0.751096454;21.39015274
RU;23;0.751096454;21.39015274
RU;24;0.751096454;21.39015274
RU;25;0.520388005;13.93748988
RU;26;0.612033277;12.01611492
RU;27;0.930250302;27.85838378
RU;28;0.717418654;12.32226433
RU;29;0.930250302;27.85838378
RU;30;0.930250302;27.85838378
RU;31;0.635951741;15.47169936
RU;32;0.637620611;15.59874064
RU;33;0.803726354;8.107648618
RU;34;3.906329265;17.34009955
RU;35;3.934554249;34.78212484
RU;36;3.934554249;34.78212484
RU;37;3.934554249;34.78212484
RU;38;3.934554249;34.78212484
RU;39;3.934554249;34.78212484
RU;40;3.911207915;17.34636161
RU;41;0.256637499;7.660220568
RU;42;0.939125476;13.72320656
RU;43;1.158498512;14.7081989
RU;44;2.28676641;13.68841282
RU;45;2.28676641;13.68841282
RU;46;2.289707888;13.6925892
RU;47;2.289707888;13.6925892
RU;48;2.29020521;13.69244924
RU;49;2.292639884;13.69986454
RU;50;1.135059613;11.24898671
RU;51;1.136334637;11.26687736
RU;52;7.885983299;16.17455822
RU;53;1.522884178;10.13394171
RU;54;0.941326242;9.737834495
RU;55;0.936433068;9.696806728
RU;56;5.106202324;18.92835552
RU;57;1.597119888;12.21419251
RU;58;1.19188305;11.16995279
RU;59;1.323884064;12.24322616
UK;01;1.537568572;9.55023082
UK;02;1.537568572;9.55023082
UK;03;0.616145416;5.615103532
UK;04;0.768760196;7.970401691
UK;05;3.83181247;16.53417781
UK;06;3.83181247;16.53417781
UK;07;3.83181247;16.53417781
UK;08;3.83181247;16.53417781
UK;09;0.356782171;8.849945064
UK;10;0.225953474;9.512125535
UK;11;0.314202715;8.34695201
UK;12;0.46379254;10.31774768
UK;13;0.159282046;8.492227979
UK;14;0.159282046;8.492227979
UK;15;0.587294173;11.33538742
UK;16;0.587294173;11.33538742
UK;17;0.551631391;6.33324178
UK;18;0.359698452;8.424057085
UK;19;0.515671922;10.53546973
UK;20;0.515671922;10.53546973
UK;21;0.515671922;10.53546973
UK;22;0.72579442;16.9942839
UK;23;0.72579442;16.9942839
UK;24;0.72579442;16.9942839
UK;25;0.431177185;8.104333516
UK;26;0.33347247;5.875465778
UK;27;0.478273945;6.433860488
UK;28;0.293214875;7.790983607
UK;29;0.478273945;6.433860488
UK;30;0.478273945;6.433860488
UK;31;0.557871773;4.940103869
UK;32;0.494559636;4.821469907
UK;33;0.277979344;6.841681214
UK;34;2.344137514;19.28609097
UK;35;1.146009683;12.22589576
UK;36;1.146009683;12.22589576
UK;37;1.146009683;12.22589576
UK;38;1.146009683;12.22589576
UK;39;1.146009683;12.22589576
UK;40;7.087786397;19.93802404
UK;41;0.221731756;2.594855008
UK;42;0.531785331;9.725235634
UK;43;0.514441667;9.474269049
UK;44;0.99182073;12.45011489
UK;45;0.99182073;12.45011489
UK;46;1.024481928;3.44905433
UK;47;1.024481928;3.44905433
UK;48;2.002347956;15.33840948
UK;49;2.743244201;12.87870963
UK;50;0.242584325;4.944164038
UK;51;0.25390117;12.32542334
UK;52;6.047904065;18.17601667
UK;53;0.646301091;5.232254807
UK;54;0.812278031;8.525275367
UK;55;0.355917117;5.179653066
UK;56;2.321844489;27.32048186
UK;57;1.006807191;5.554541383
UK;58;0.381370105;11.14352146
UK;59;0.658610475;8.592023512
US;01;1.480723239;11.86693032
US;02;1.480723239;11.86693032
US;03;1.480723239;11.86693032
US;04;1.480723239;11.86693032
US;05;4.223622108;13.933494
US;06;4.223622108;13.933494
US;07;4.223622108;13.933494
US;08;4.223622108;13.933494
US;09;0.378777606;10.61537626
US;10;0.842302305;18.6435953
US;11;0.411499723;9.69682711
US;12;0.566705033;10.99124598
US;13;0.481218247;10.23946166
US;14;0.481218247;10.23946166
US;15;0.851912081;8.212752559
US;16;0.851912081;8.212752559
US;17;1.254370237;7.711824143
US;18;0.460962519;7.93989331
US;19;0.65528837;10.07023705
US;20;0.65528837;10.07023705
US;21;0.65528837;10.07023705
US;22;0.706545314;13.97025352
US;23;0.706545314;13.97025352
US;24;0.706545314;13.97025352
US;25;0.522650035;10.69834849
US;26;0.645089231;9.791783614
US;27;1.537174518;5.204505678
US;28;0.62192225;8.781254914
US;29;1.537174518;5.204505678
US;30;1.537174518;5.204505678
US;31;0.389444664;5.456746892
US;32;0.57056993;5.979462262
US;33;0.482972551;7.930567493
US;34;7.3040546;21.7940812
US;35;7.3040546;21.7940812
US;36;7.3040546;21.7940812
US;37;7.3040546;21.7940812
US;38;7.3040546;21.7940812
US;39;7.3040546;21.7940812
US;40;7.3040546;21.7940812
US;41;0.218987605;5.79546627
US;42;0.588786233;10.31188958
US;43;0.709844453;14.03287327
US;44;1.569474892;12.07576587
US;45;1.569474892;12.07576587
US;46;1.057475169;10.11035556
US;47;1.057475169;10.11035556
US;48;1.329494799;10.56696658
US;49;0.728886434;8.746290352
US;50;0.517429903;6.423986603
US;51;0.517429903;6.423986603
US;52;6.787078056;27.60175831
US;53;1.128219923;5.930734304
US;54;0.490885983;5.654544926
US;55;0.490885983;5.654544926
US;56;3.484874119;17.87525887
US;57;2.291359718;25.77196473
US;58;0.789462665;12.11074346
US;59;1.683264224;15.07059431
WA;01;0.756402591;9.043238809
WA;02;0.756402591;9.043238809
WA;03;0.42612503;6.832293292
WA;04;0.8493351;6.260020209
WA;05;2.957432141;16.4490774
WA;06;2.957432141;16.4490774
WA;07;2.957432141;16.4490774
WA;08;2.957432141;16.4490774
WA;09;0.32545148;7.809888948
WA;10;0.266029377;10.14222222
WA;11;0.336167585;9.815533981
WA;12;0.368484605;9.957851801
WA;13;0.335585117;9.269856459
WA;14;0.335585117;9.269856459
WA;15;0.388959186;7.903446389
WA;16;0.388959186;7.903446389
WA;17;0.484107449;7.464521452
WA;18;0.347277088;8.030995106
WA;19;0.417025004;6.679846939
WA;20;0.417025004;6.679846939
WA;21;0.417025004;6.679846939
WA;22;0.543094199;9.68494898
WA;23;0.543094199;9.68494898
WA;24;0.543094199;9.68494898
WA;25;0.212707406;6.952380952
WA;26;0.472151742;4.839517919
WA;27;0.472151742;4.839517919
WA;28;0.472151742;4.839517919
WA;29;0.472151742;4.839517919
WA;30;0.472151742;4.839517919
WA;31;0.291881075;7.017182131
WA;32;0.291881075;7.017182131
WA;33;0.27699594;7.609665428
WA;34;2.995316788;17.33490966
WA;35;2.319281135;21.24238208
WA;36;2.319281135;21.24238208
WA;37;2.319281135;21.24238208
WA;38;2.319281135;21.24238208
WA;39;2.319281135;21.24238208
WA;40;2.995316788;17.33490966
WA;41;0.235394934;6.240994197
WA;42;0.36110435;6.835737179
WA;43;0.711331727;11.54517231
WA;44;2.842440949;11.77272548
WA;45;2.842440949;11.77272548
WA;46;2.842440949;11.77272548
WA;47;2.842440949;11.77272548
WA;48;2.842440949;11.77272548
WA;49;2.842440949;11.77272548
WA;50;0.75909979;5.086060606
WA;51;0.147767784;5.076404494
WA;52;7.487843383;19.14604297
WA;53;1.54310501;8.347310669
WA;54;0.528865176;4.491759233
WA;55;0.528865176;4.491759233
WA;56;1.224727992;9.490546755
WA;57;2.005058696;12.1025595
WA;58;0.74233448;14.16822945
WA;59;1.004023338;12.32962625
WE;01;1.259510253;9.942759955
WE;02;1.259510253;9.942759955
WE;03;1.212385221;9.860348629
WE;04;1.131834356;9.704816714
WE;05;1.629270489;9.507339578
WE;06;1.629270489;9.507339578
WE;07;1.629270489;9.507339578
WE;08;1.169428069;9.634825218
WE;09;0.896742628;9.564640291
WE;10;1.165593502;9.702301025
WE;11;1.151885639;9.771853353
WE;12;1.146652631;9.838226057
WE;13;1.142516425;9.823494629
WE;14;1.142516425;9.823494629
WE;15;1.160325492;9.793318638
WE;16;1.160325492;9.793318638
WE;17;1.156033534;9.78063475
WE;18;1.166484486;9.700690954
WE;19;1.149859;9.706410778
WE;20;1.149859;9.706410778
WE;21;1.149859;9.706410778
WE;22;1.180445191;10.65026716
WE;23;1.180445191;10.65026716
WE;24;1.180445191;10.65026716
WE;25;1.133485681;9.653831821
WE;26;0.937428255;10.3402606
WE;27;0.95006937;10.330446
WE;28;0.947904395;10.35636623
WE;29;0.95006937;10.330446
WE;30;0.95006937;10.330446
WE;31;0.952269353;10.36387233
WE;32;0.942854465;10.3822555
WE;33;1.106751258;9.609342527
WE;34;1.726056938;12.12328513
WE;35;1.841737378;12.17489053
WE;36;1.841737378;12.17489053
WE;37;1.841737378;12.17489053
WE;38;1.841737378;12.17489053
WE;39;1.841737378;12.17489053
WE;40;1.733883349;12.12894752
WE;41;0.816288431;9.384497271
WE;42;0.85197882;9.234045106
WE;43;1.060018143;9.535187574
WE;44;1.056279929;9.724039028
WE;45;1.056279929;9.724039028
WE;46;1.028827659;9.554022416
WE;47;1.028827659;9.554022416
WE;48;1.015177401;9.043590326
WE;49;1.257015426;10.12103041
WE;50;1.021225079;9.304660438
WE;51;1.108667239;9.652767645
WE;52;5.207935639;19.89550817
WE;53;1.037977967;8.632662246
WE;54;1.221961188;9.001756999
WE;55;0.926832518;8.371376177
WE;56;1.853426979;18.44334255
WE;57;1.62033457;19.55673193
WE;58;1.485894846;20.71669374
WE;59;1.108279658;10.28712384
WF;01;1.147772593;12.32200192
WF;02;1.147772593;12.32200192
WF;03;1.142795017;12.34364253
WF;04;1.141119691;12.32631858
WF;05;2.228303044;9.562481385
WF;06;2.228303044;9.562481385
WF;07;2.228303044;9.562481385
WF;08;2.216231071;9.557547498
WF;09;0.549081205;14.14972596
WF;10;0.774545305;8.389115638
WF;11;0.788688518;8.118719366
WF;12;0.788529672;8.121182465
WF;13;0.509726941;15.57947783
WF;14;0.509726941;15.57947783
WF;15;0.786671374;12.13775475
WF;16;0.786671374;12.13775475
WF;17;1.09393127;22.86704266
WF;18;0.786260901;12.15064389
WF;19;0.721240491;43.42933212
WF;20;0.721240491;43.42933212
WF;21;0.721240491;43.42933212
WF;22;0.751096454;21.39015274
WF;23;0.751096454;21.39015274
WF;24;0.751096454;21.39015274
WF;25;0.520388005;13.93748988
WF;26;0.612033277;12.01611492
WF;27;0.930250302;27.85838378
WF;28;0.717418654;12.32226433
WF;29;0.930250302;27.85838378
WF;30;0.930250302;27.85838378
WF;31;0.635951741;15.47169936
WF;32;0.637620611;15.59874064
WF;33;0.803726354;8.107648618
WF;34;3.906329265;17.34009955
WF;35;3.934554249;34.78212484
WF;36;3.934554249;34.78212484
WF;37;3.934554249;34.78212484
WF;38;3.934554249;34.78212484
WF;39;3.934554249;34.78212484
WF;40;3.911207915;17.34636161
WF;41;0.256637499;7.660220568
WF;42;0.939125476;13.72320656
WF;43;1.158498512;14.7081989
WF;44;2.28676641;13.68841282
WF;45;2.28676641;13.68841282
WF;46;2.289707888;13.6925892
WF;47;2.289707888;13.6925892
WF;48;2.29020521;13.69244924
WF;49;2.292639884;13.69986454
WF;50;1.135059613;11.24898671
WF;51;1.136334637;11.26687736
WF;52;7.885983299;16.17455822
WF;53;1.522884178;10.13394171
WF;54;0.941326242;9.737834495
WF;55;0.936433068;9.696806728
WF;56;5.106202324;18.92835552
WF;57;1.597119888;12.21419251
WF;58;1.19188305;11.16995279
WF;59;1.323884064;12.24322616
WL;01;0.723712074;9.816029214
WL;02;0.723712074;9.816029214
WL;03;0.723712074;9.816029214
WL;04;0.723712074;9.816029214
WL;05;2.386863219;9.100934908
WL;06;2.386863219;9.100934908
WL;07;2.386863219;9.100934908
WL;08;2.386863219;9.100934908
WL;09;0.599225786;10.48337041
WL;10;0.599225786;10.48337041
WL;11;0.599225786;10.48337041
WL;12;0.599225786;10.48337041
WL;13;0.599225786;10.48337041
WL;14;0.599225786;10.48337041
WL;15;0.599225786;10.48337041
WL;16;0.599225786;10.48337041
WL;17;0.599225786;10.48337041
WL;18;0.599225786;10.48337041
WL;19;0.599225786;10.48337041
WL;20;0.599225786;10.48337041
WL;21;0.599225786;10.48337041
WL;22;0.599225786;10.48337041
WL;23;0.599225786;10.48337041
WL;24;0.599225786;10.48337041
WL;25;0.599225786;10.48337041
WL;26;0.599225786;10.48337041
WL;27;0.599225786;10.48337041
WL;28;0.599225786;10.48337041
WL;29;0.599225786;10.48337041
WL;30;0.599225786;10.48337041
WL;31;0.599225786;10.48337041
WL;32;0.599225786;10.48337041
WL;33;0.599225786;10.48337041
WL;34;2.281957092;7.534858576
WL;35;2.281957092;7.534858576
WL;36;2.281957092;7.534858576
WL;37;2.281957092;7.534858576
WL;38;2.281957092;7.534858576
WL;39;2.281957092;7.534858576
WL;40;2.281957092;7.534858576
WL;41;0.30660635;6.945173756
WL;42;1.721239694;12.96028534
WL;43;1.721239694;12.96028534
WL;44;1.721239694;12.96028534
WL;45;1.721239694;12.96028534
WL;46;1.721239694;12.96028534
WL;47;1.721239694;12.96028534
WL;48;1.721239694;12.96028534
WL;49;1.721239694;12.96028534
WL;50;1.721239694;12.96028534
WL;51;1.721239694;12.96028534
WL;52;7.311570702;18.80894747
WL;53;1.744818866;13.35025838
WL;54;1.721239694;12.96028534
WL;55;1.721239694;12.96028534
WL;56;1.721239694;12.96028534
WL;57;1.721239694;12.96028534
WL;58;1.721239694;12.96028534
WL;59;1.647895277;11.82285089
WM;01;0.663274494;8.983581236
WM;02;0.663274494;8.983581236
WM;03;0.663274494;8.983581236
WM;04;0.663274494;8.983581236
WM;05;1.312167855;10.06103828
WM;06;1.312167855;10.06103828
WM;07;1.312167855;10.06103828
WM;08;1.312167855;10.06103828
WM;09;1.312167855;10.06103828
WM;10;1.312167855;10.06103828
WM;11;1.312167855;10.06103828
WM;12;1.312167855;10.06103828
WM;13;1.312167855;10.06103828
WM;14;1.312167855;10.06103828
WM;15;1.312167855;10.06103828
WM;16;1.312167855;10.06103828
WM;17;1.312167855;10.06103828
WM;18;1.312167855;10.06103828
WM;19;1.312167855;10.06103828
WM;20;1.312167855;10.06103828
WM;21;1.312167855;10.06103828
WM;22;1.312167855;10.06103828
WM;23;1.312167855;10.06103828
WM;24;1.312167855;10.06103828
WM;25;1.312167855;10.06103828
WM;26;1.312167855;10.06103828
WM;27;1.312167855;10.06103828
WM;28;1.312167855;10.06103828
WM;29;1.312167855;10.06103828
WM;30;1.312167855;10.06103828
WM;31;1.312167855;10.06103828
WM;32;1.312167855;10.06103828
WM;33;1.312167855;10.06103828
WM;34;2.309118153;9.933632803
WM;35;2.309118153;9.933632803
WM;36;2.309118153;9.933632803
WM;37;2.309118153;9.933632803
WM;38;2.309118153;9.933632803
WM;39;2.309118153;9.933632803
WM;40;2.309118153;9.933632803
WM;41;0.17666674;4.591445007
WM;42;0.571315327;10.67976769
WM;43;0.868331399;11.90576563
WM;44;2.797539525;10.45839148
WM;45;2.797539525;10.45839148
WM;46;2.797539525;10.45839148
WM;47;2.797539525;10.45839148
WM;48;2.797539525;10.45839148
WM;49;2.797539525;10.45839148
WM;50;0.202701276;4.413332874
WM;51;0.202701276;4.413332874
WM;52;6.35040994;14.7103786
WM;53;0.627759176;4.133328139
WM;54;0.296548866;3.996933751
WM;55;0.296548866;3.996933751
WM;56;0.499882609;9.683546916
WM;57;1.50183752;10.04744824
WM;58;0.527724898;10.14047893
WM;59;1.233061811;10.77251123
